Stage,Date,Distance,Origin,Destination,Type,Winner,Winner_Country,id
3,2003-07-08,167.5,Charleville-Mézières,Saint-Dizier,Flat,Alessandro Petacchi,ITA,24
4,2003-07-09,69.0,Joinville,Saint-Dizier,Time Trial,U.S. Postal Service,USA,820
5,2003-07-10,196.5,Troyes,Nevers,Flat,Alessandro Petacchi,ITA,24
6,2003-07-11,230.0,Nevers,Lyon,Flat,Alessandro Petacchi,ITA,24
7,2003-07-12,230.5,Lyon,Morzine,Mountain,Richard Virenque,FRA,712
8,2003-07-13,219.0,Sallanches,Alpe d'Huez,Mountain,Iban Mayo,ESP,340
9,2003-07-14,184.5,Le Bourg-d'Oisans,Gap,Mountain,Alexander Vinokourov,KAZ,27
10,2003-07-15,219.5,Gap,Marseille,Flat,Jakob Piil,DEN,353
11,2003-07-17,153.5,Narbonne,Toulouse,Flat,Juan Antonio Flecha,ESP,442
12,2003-07-18,47.0,Gaillac,Cap Découverte,Time Trial,Jan Ullrich,GER,360
13,2003-07-19,197.5,Toulouse,Ax 3 Domaines,Mountain,Carlos Sastre,ESP,98
14,2003-07-20,191.5,Saint-Girons,Loudenvielle,Mountain,Gilberto Simoni,ITA,286
15,2003-07-21,159.5,Bagnères-de-Bigorre,Luz Ardiden,Mountain,Lance Armstrong,USA,473
16,2003-07-23,197.5,Pau,Bayonne,Mountain,Tyler Hamilton,USA,819
17,2003-07-24,181.0,Dax,Bordeaux,Flat,Servais Knaven,NED,778
18,2003-07-25,203.5,Bordeaux,Saint-Maixent-l'École,Flat,Pablo Lastras,ESP,629
19,2003-07-26,49.0,Pornic,Nantes,Time Trial,David Millar,GBR,137
20,2003-07-27,152.0,Ville-d'Avray,Paris,Flat,Jean-Patrick Nazon,FRA,388
P,2002-07-06,7.0,Luxembourg City,Luxembourg City,Time Trial,Lance Armstrong,USA,473
1,2002-07-07,192.5,Luxembourg City,Luxembourg City,Flat,Rubens Bertogliati,SUI,750
2,2002-07-08,181.0,Luxembourg City,Saarbrücken,Flat,Óscar Freire,ESP,867
3,2002-07-09,174.5,Metz,Reims,Flat,Robbie McEwen,AUS,721
4,2002-07-10,67.5,Épernay,Château-Thierry,Time Trial,ONCE–Eroski,NA,617
5,2002-07-11,195.0,Soissons,Rouen,Flat,Jaan Kirsipuu,EST,346
6,2002-07-12,199.5,Forges-les-Eaux,Alençon,Flat,Erik Zabel,GER,183
7,2002-07-13,176.0,Bagnoles-de-l'Orne,Avranches,Flat,Bradley McGee,AUS,88
8,2002-07-14,217.5,Saint-Martin-de-Landelles,Plouay,Flat,Karsten Kroon,NED,464
9,2002-07-15,52.0,Lanester,Lorient,Time Trial,Santiago Botero,COL,765
10,2002-07-17,147.0,Bazas,Pau,Flat,Patrice Halgand,FRA,639
11,2002-07-18,158.0,Pau,La Mongie,Mountain,Lance Armstrong,USA,473
12,2002-07-19,199.5,Lannemezan,Plateau de Beille,Mountain,Lance Armstrong,USA,473
13,2002-07-20,171.0,Lavelanet,Béziers,Flat,David Millar,GBR,137
14,2002-07-21,221.0,Lodève,Mont Ventoux,Mountain,Richard Virenque,FRA,712
15,2002-07-23,226.5,Vaison-la-Romaine,Les Deux Alpes,Hilly,Santiago Botero,COL,765
16,2002-07-24,179.5,Les Deux Alpes,La Plagne,Mountain,Michael Boogerd,NED,584
17,2002-07-25,142.0,Aime,Cluses,Mountain,Dario Frigo,ITA,135
18,2002-07-26,176.5,Cluses,Bourg-en-Bresse,Hilly,Thor Hushovd,NOR,809
19,2002-07-27,50.0,Régnié-Durette,Mâcon,Time Trial,Lance Armstrong,USA,473
20,2002-07-28,144.0,Melun,Paris,Flat,Robbie McEwen,AUS,721
P,2001-07-07,8.2,Dunkirk,Dunkirk,Time Trial,Christophe Moreau,FRA,115
1,2001-07-08,194.5,Saint-Omer,Boulogne-sur-Mer,Flat,Erik Zabel,GER,183
2,2001-07-09,220.5,Calais,Antwerp,Flat,Marc Wauters,BEL,532
3,2001-07-10,198.5,Antwerp,Seraing,Flat,Erik Zabel,GER,183
4,2001-07-11,215.0,Huy,Verdun,Flat,Laurent Jalabert,FRA,480
5,2001-07-12,67.0,Verdun,Bar-le-Duc,Time Trial,Crédit Agricole,NA,120
6,2001-07-13,211.5,Commercy,Strasbourg,Flat,Jaan Kirsipuu,EST,346
7,2001-07-14,162.5,Strasbourg,Colmar,Hilly,Laurent Jalabert,FRA,480
8,2001-07-15,222.5,Colmar,Pontarlier,Flat,Erik Dekker,NED,182
9,2001-07-16,185.0,Pontarlier,Aix-les-Bains,Flat,Serguei Ivanov,RUS,775
10,2001-07-17,209.0,Aix-les-Bains,Alpe d'Huez,Mountain,Lance Armstrong,USA,473
11,2001-07-18,32.0,Grenoble,Chamrousse,Time Trial,Lance Armstrong,USA,473
12,2001-07-20,166.5,Perpignan,Plateau de Bonascre,Mountain,Félix Cárdenas,COL,250
13,2001-07-21,194.0,Foix,Saint-Lary-Soulan Pla d'Adet,Mountain,Lance Armstrong,USA,473
14,2001-07-22,141.5,Tarbes,Luz Ardiden,Mountain,Roberto Laiseka,ESP,730
15,2001-07-24,232.5,Pau,Lavaur,Flat,Rik Verbrugghe,BEL,717
16,2001-07-25,229.5,Castelsarrasin,Sarran,Flat,Jens Voigt,GER,398
17,2001-07-26,194.0,Brive-la-Gaillarde,Montluçon,Flat,Serge Baguet,BEL,771
18,2001-07-27,61.0,Montluçon,Saint-Amand-Montrond,Time Trial,Lance Armstrong,USA,473
19,2001-07-28,149.5,Orléans,Évry,Flat,Erik Zabel,GER,183
20,2001-07-29,160.5,Corbeil-Essonnes,Paris,Flat,Ján Svorada,CZE,459
1,2000-07-01,16.5,Futuroscope,Futuroscope,Time Trial,David Millar,GBR,137
2,2000-07-02,194.0,Futuroscope,Loudun,Flat,Tom Steels,BEL,813
3,2000-07-03,161.5,Loudun,Nantes,Flat,Tom Steels,BEL,813
4,2000-07-04,70.0,Nantes,Saint-Nazaire,Time Trial,ONCE–Deutsche Bank,NA,616
5,2000-07-05,202.0,Vannes,Vitré,Flat,Marcel Wüst,GER,544
6,2000-07-06,198.5,Vitré,Tours,Flat,Leon van Bon,NED,486
7,2000-07-07,205.5,Tours,Limoges,Flat,Christophe Agnolutto,FRA,112
8,2000-07-08,203.5,Limoges,Villeneuve-sur-Lot,Flat,Erik Dekker,NED,182
9,2000-07-09,181.0,Agen,Dax,Flat,Paolo Bettini,ITA,632
10,2000-07-10,205.0,Dax,Hautacam,Mountain,Javier Otxoa,ESP,363
11,2000-07-11,218.5,Bagnères-de-Bigorre,Revel,Hilly,Erik Dekker,NED,182
12,2000-07-13,149.0,Carpentras,Mont Ventoux,Mountain,Marco Pantani,ITA,546
13,2000-07-14,185.5,Avignon,Draguignan,Flat,José Vicente Garcia,ESP,435
14,2000-07-15,249.5,Draguignan,Briançon,Mountain,Santiago Botero,COL,765
15,2000-07-16,173.5,Briançon,Courchevel,Mountain,Marco Pantani,ITA,546
16,2000-07-18,196.5,Courchevel,Morzine,Mountain,Richard Virenque,FRA,712
17,2000-07-19,155.0,Évian-les-Bains,Lausanne,Hilly,Erik Dekker,NED,182
18,2000-07-20,246.5,Lausanne,Freiburg,Flat,Salvatore Commesso,ITA,761
19,2000-07-21,58.5,Freiburg,Mulhouse,Time Trial,Lance Armstrong,USA,473
20,2000-07-22,254.5,Belfort,Troyes,Flat,Erik Zabel,GER,183
21,2000-07-23,138.0,Paris,Paris,Flat,Stefano Zanini,ITA,784
P,1999-07-03,6.8,Le Puy du Fou,Le Puy du Fou,Time Trial,Lance Armstrong,USA,473
1,1999-07-04,208.0,Montaigu,Challans,Flat,Jaan Kirsipuu,EST,346
2,1999-07-05,176.0,Challans,Saint-Nazaire,Flat,Tom Steels,BEL,813
3,1999-07-06,194.5,Nantes,Laval,Flat,Tom Steels,BEL,813
4,1999-07-07,194.5,Laval,Blois,Flat,Mario Cipollini,ITA,555
5,1999-07-08,233.5,Bonneval,Amiens,Flat,Mario Cipollini,ITA,555
6,1999-07-09,171.5,Amiens,Maubeuge,Flat,Mario Cipollini,ITA,555
7,1999-07-10,227.0,Avesnes-sur-Helpe,Thionville,Flat,Mario Cipollini,ITA,555
8,1999-07-11,56.5,Metz,Metz,Time Trial,Lance Armstrong,USA,473
9,1999-07-13,213.5,Le Grand-Bornand,Sestrières,Mountain,Lance Armstrong,USA,473
10,1999-07-14,220.5,Sestrières,Alpe d'Huez,Mountain,Giuseppe Guerini,ITA,297
11,1999-07-15,198.5,Le Bourg-d'Oisans,Saint-Étienne,Hilly,Ludo Dierckxsens,BEL,513
12,1999-07-16,201.5,Saint-Galmier,Saint-Flour,Hilly,David Etxebarria,ESP,136
13,1999-07-17,236.5,Saint-Flour,Albi,Hilly,Salvatore Commesso,ITA,761
14,1999-07-18,199.0,Castres,Saint-Gaudens,Flat,Dmitri Konychev,RUS,148
15,1999-07-20,173.0,Saint-Gaudens,Piau-Engaly,Mountain,Fernando Escartín,ESP,215
16,1999-07-21,192.0,Lannemezan,Pau,Mountain,David Etxebarria,ESP,136
17,1999-07-22,200.0,Mourenx,Bordeaux,Flat,Tom Steels,BEL,813
18,1999-07-23,187.5,Jonzac,Futuroscope,Flat,Giampaolo Mondini,ITA,280
19,1999-07-24,57.0,Futuroscope,Futuroscope,Time Trial,Lance Armstrong,USA,473
20,1999-07-25,143.5,Arpajon,Paris,Flat,Robbie McEwen,AUS,721
P,1998-07-11,5.6,Dublin,Dublin,Time Trial,Chris Boardman,GBR,108
1,1998-07-12,180.5,Dublin,Dublin,Flat,Tom Steels,BEL,813
2,1998-07-13,205.5,Enniscorthy,Cork,Flat,Ján Svorada,CZE,459
3,1998-07-14,169.0,Roscoff,Lorient,Flat,Jens Heppner,GER,397
4,1998-07-15,252.0,Plouay,Cholet,Flat,Jeroen Blijlevens,NED,399
5,1998-07-16,228.5,Cholet,Châteauroux,Flat,Mario Cipollini,ITA,555
6,1998-07-17,204.5,La Châtre,Brive-la-Gaillarde,Flat,Mario Cipollini,ITA,555
7,1998-07-18,58.0,Meyrignac-l'Église,Corrèze,Time Trial,Jan Ullrich,GER,360
8,1998-07-19,190.5,Brive-la-Gaillarde,Montauban,Flat,Jacky Durand,FRA,347
9,1998-07-20,210.0,Montauban,Pau,Flat,Leon van Bon,NED,486
10,1998-07-21,196.5,Pau,Luchon,Mountain,Rodolfo Massi,ITA,731
11,1998-07-22,170.0,Luchon,Plateau de Beille,Mountain,Marco Pantani,ITA,546
12,1998-07-24,222.0,Tarascon-sur-Ariège,Le Cap d'Agde,Flat,Tom Steels,BEL,813
13,1998-07-25,196.0,Frontignan la Peyrade,Carpentras,Flat,Daniele Nardello,ITA,133
14,1998-07-26,186.5,Valréas,Grenoble,Hilly,Stuart O'Grady,AUS,789
15,1998-07-27,189.0,Grenoble,Les Deux Alpes,Mountain,Marco Pantani,ITA,546
16,1998-07-28,204.0,Vizille,Albertville,Mountain,Jan Ullrich,GER,360
17,1998-07-29,149.0,Albertville,Aix-les-Bains,Mountain,Other,NA,626
18,1998-07-30,218.5,Aix-les-Bains,Neuchâtel,Hilly,Tom Steels,BEL,813
19,1998-07-31,242.0,La Chaux-de-Fonds,Autun,Flat,Magnus Bäckstedt,SWE,527
20,1998-08-01,52.0,Montceau-les-Mines,Le Creusot,Time Trial,Jan Ullrich,GER,360
21,1998-08-02,147.5,Melun,Paris,Flat,Tom Steels,BEL,813
P,1997-07-05,7.3,Rouen,Rouen,Time Trial,Chris Boardman,GBR,108
1,1997-07-06,192.0,Rouen,Forges-les-Eaux,Flat,Mario Cipollini,ITA,555
2,1997-07-07,262.0,Saint-Valery-en-Caux,Vire,Flat,Mario Cipollini,ITA,555
3,1997-07-08,224.0,Vire,Plumelec,Flat,Erik Zabel,GER,183
4,1997-07-09,223.0,Plumelec,Le Puy du Fou,Flat,Nicola Minali,ITA,611
5,1997-07-10,261.5,Chantonnay,La Châtre,Flat,Cédric Vasseur,FRA,126
6,1997-07-11,217.5,Le Blanc,Marennes,Flat,Jeroen Blijlevens,NED,399
7,1997-07-12,194.0,Marennes,Bordeaux,Flat,Erik Zabel,GER,183
8,1997-07-13,161.5,Sauternes,Pau,Flat,Erik Zabel,GER,183
9,1997-07-14,182.0,Pau,Loudenvielle,Mountain,Laurent Brochard,FRA,476
10,1997-07-15,252.5,Luchon,Andorra Arcalis,Mountain,Jan Ullrich,GER,360
11,1997-07-16,192.0,Andorra Arcalis,Perpignan,Hilly,Laurent Desbiens,FRA,477
12,1997-07-18,55.0,Saint-Étienne,Saint-Étienne,Time Trial,Jan Ullrich,GER,360
13,1997-07-19,203.5,Saint-Étienne,Alpe d'Huez,Mountain,Marco Pantani,ITA,546
14,1997-07-20,148.0,Le Bourg-d'Oisans,Courchevel,Mountain,Richard Virenque,FRA,712
15,1997-07-21,208.5,Courchevel,Morzine,Mountain,Marco Pantani,ITA,546
16,1997-07-22,181.0,Morzine,Fribourg,Hilly,Christophe Mengin,FRA,114
17,1997-07-23,218.5,Fribourg,Colmar,Flat,Neil Stephens,AUS,605
18,1997-07-24,175.5,Colmar,Montbéliard,Hilly,Didier Rous,FRA,142
19,1997-07-25,172.0,Montbéliard,Dijon,Flat,Mario Traversoni,ITA,557
20,1997-07-26,63.0,Disneyland Paris,Disneyland Paris,Time Trial,Abraham Olano,ESP,0
21,1997-07-27,149.5,Disneyland Paris,Paris,Flat,Nicola Minali,ITA,611
P,1996-06-29,9.4,'s-Hertogenbosch,'s-Hertogenbosch,Time Trial,Alex Zülle,SUI,25
1,1996-06-30,209.0,'s-Hertogenbosch,'s-Hertogenbosch,Flat,Frédéric Moncassin,FRA,247
2,1996-07-01,247.5,'s-Hertogenbosch,Wasquehal,Flat,Mario Cipollini,ITA,555
3,1996-07-02,195.0,Wasquehal,Nogent-sur-Oise,Flat,Erik Zabel,GER,183
4,1996-07-03,232.0,Soissons,Lac de Madine,Flat,Cyril Saugrain,FRA,123
5,1996-07-04,242.0,Lac de Madine,Besançon,Flat,Jeroen Blijlevens,NED,399
6,1996-07-05,207.0,Arc-et-Senans,Aix-les-Bains,Hilly,Michael Boogerd,NED,584
7,1996-07-06,200.0,Chambéry,Les Arcs,Mountain,Luc Leblanc,FRA,501
8,1996-07-07,30.5,Bourg-Saint-Maurice,Val d'Isère,Time Trial,Evgueni Berzin,RUS,191
9,1996-07-08,46.0,Le Monêtier-les-Bains,Sestriere,Mountain,Bjarne Riis,DEN,85
10,1996-07-09,208.5,Turin,Gap,Hilly,Erik Zabel,GER,183
11,1996-07-11,202.0,Gap,Valence,Hilly,José Jaime Gonzalez,COL,430
12,1996-07-12,143.5,Valence,Le Puy-en-Velay,Hilly,Pascal Richard,SUI,637
13,1996-07-13,177.0,Le Puy-en-Velay,Super Besse,Hilly,Rolf Sørensen,DEN,744
14,1996-07-14,186.5,Besse,Tulle,Hilly,Djamolidine Abduzhaparov,UZB,147
15,1996-07-15,176.0,Brive-la-Gaillarde,Villeneuve-sur-Lot,Flat,Massimo Podenzana,ITA,564
16,1996-07-16,199.0,Agen,Hautacam,Mountain,Bjarne Riis,DEN,85
17,1996-07-17,262.0,Argelès-Gazost,Pamplona,Mountain,Laurent Dufaux,SUI,478
18,1996-07-18,154.5,Pamplona,Hendaye,Hilly,Bart Voskamp,NED,65
19,1996-07-19,226.5,Hendaye,Bordeaux,Flat,Frédéric Moncassin,FRA,247
20,1996-07-20,63.5,Bordeaux,Saint-Émilion,Time Trial,Jan Ullrich,GER,360
21,1996-07-21,147.5,Palaiseau,Paris,Flat,Fabio Baldato,ITA,195
P,1995-07-01,7.3,Saint-Brieuc,Saint-Brieuc,Time Trial,Jacky Durand,FRA,347
1,1995-07-02,233.5,Dinan,Lannion,Flat,Fabio Baldato,ITA,195
2,1995-07-03,235.5,Perros-Guirec,Vitre,Flat,Mario Cipollini,ITA,555
3,1995-07-04,67.0,Mayenne,Alençon,Time Trial,Gewiss–Ballan,NA,278
4,1995-07-05,162.0,Alençon,Le Havre,Flat,Mario Cipollini,ITA,555
5,1995-07-06,261.0,Fécamp,Dunkirk,Flat,Jeroen Blijlevens,NED,399
6,1995-07-07,202.0,Dunkirk,Charleroi,Flat,Erik Zabel,GER,183
7,1995-07-08,203.0,Charleroi,Liège,Hilly,Johan Bruyneel,BEL,408
8,1995-07-09,54.0,Huy,Seraing,Time Trial,Miguel Indurain,ESP,596
9,1995-07-11,160.0,Le Grand-Bornand,La Plagne,Mountain,Alex Zülle,SUI,25
10,1995-07-12,162.5,La Plagne,L'Alpe d'Huez,Mountain,Marco Pantani,ITA,546
11,1995-07-13,199.0,Le Bourg-d'Oisans,Saint-Étienne,Hilly,Maximilian Sciandri,GBR,583
12,1995-07-14,222.5,Saint-Étienne,Mende,Hilly,Laurent Jalabert,FRA,480
13,1995-07-15,245.0,Mende,Revel,Flat,Serhiy Utchakov,UKR,777
14,1995-07-16,164.0,Saint-Orens-de-Gameville,Guzet-Neige,Mountain,Marco Pantani,ITA,546
15,1995-07-18,206.0,Saint-Girons,Cauterets,Mountain,Richard Virenque,FRA,712
16,1995-07-19,149.0,Tarbes,Pau,Mountain,Cancelled,NA,97
17,1995-07-20,246.0,Pau,Bordeaux,Flat,Erik Zabel,GER,183
18,1995-07-21,166.5,Montpon-Ménestérol,Limoges,Flat,Lance Armstrong,USA,473
19,1995-07-22,46.5,Lac de Vassivière,Lac de Vassivière,Time Trial,Miguel Indurain,ESP,596
20,1995-07-23,155.0,Sainte-Geneviève-des-Bois,Paris,Flat,Djamolidine Abdoujaparov,UZB,146
P,1994-07-02,7.2,Lille,Lille,Time Trial,Chris Boardman,GBR,108
1,1994-07-03,234.0,Lille,Armentières,Flat,Djamolidine Abdoujaparov,UZB,146
2,1994-07-04,203.5,Roubaix,Boulogne-sur-Mer,Flat,Jean-Paul van Poppel,NED,389
3,1994-07-05,66.5,Calais,Eurotunnel,Time Trial,GB–MG Maglificio,NA,253
4,1994-07-06,204.5,Dover, Brighton,Flat,Francisco Cabello,ESP,229
5,1994-07-07,187.0,Portsmouth,Portsmouth,Flat,Nicola Minali,ITA,611
6,1994-07-08,270.5,Cherbourg,Rennes,Flat,Gianluca Bortolami,ITA,281
7,1994-07-09,259.5,Rennes,Futuroscope,Flat,Ján Svorada,SVK,459
8,1994-07-10,218.5,Poitiers,Trélissac,Flat,Bo Hamburger,DEN,87
9,1994-07-11,64.0,Périgueux,Bergerac,Time Trial,Miguel Indurain,ESP,596
10,1994-07-12,160.5,Bergerac,Cahors,Flat,Jacky Durand,FRA,347
11,1994-07-13,263.5,Cahors,Hautacam,Mountain,Luc Leblanc,FRA,501
12,1994-07-15,204.5,Lourdes,Luz Ardiden,Mountain,Richard Virenque,FRA,712
13,1994-07-16,223.0,Bagnères-de-Bigorre,Albi,Flat,Bjarne Riis,DEN,85
14,1994-07-17,202.0,Castres,Montpellier,Flat,Rolf Sørensen,DEN,744
15,1994-07-18,231.0,Montpellier,Carpentras,Mountain,Eros Poli,ITA,186
16,1994-07-19,224.5,Valréas,Alpe d'Huez,Mountain,Roberto Conti,ITA,729
17,1994-07-20,149.0,Le Bourg-d'Oisans,Val Thorens,Mountain,Nelson Rodriguez,COL,607
18,1994-07-21,174.5,Moutiers,Cluses,Mountain,Piotr Ugrumov,LAT,678
19,1994-07-22,47.5,Cluses,Avoriaz,Time Trial,Piotr Ugrumov,LAT,678
20,1994-07-23,208.5,Morzine,Lac Saint-Point,Hilly,Djamolidine Abdoujaparov,UZB,146
21,1994-07-24,175.0,Disneyland Paris,Paris,Flat,Eddy Seigneur,FRA,157
P,1993-07-03,6.8,Le Puy du Fou,Le Puy du Fou,Time Trial,Miguel Indurain,ESP,596
1,1993-07-04,215.0,Luçon,Les Sables-d'Olonne,Flat,Mario Cipollini,ITA,555
2,1993-07-05,227.5,Les Sables-d'Olonne,Vannes,Flat,Wilfried Nelissen,BEL,842
3,1993-07-06,189.5,Vannes,Dinard,Flat,Djamolidine Abdoujaparov,UZB,146
4,1993-07-07,81.0,Dinard,Avranches,Time Trial,GB–MG Maglificio,NA,253
5,1993-07-08,225.5,Avranches,Évreux,Flat,Jesper Skibby,DEN,400
6,1993-07-09,158.0,Évreux,Amiens,Flat,Johan Bruyneel,BEL,408
7,1993-07-10,199.0,Péronne,Châlons-sur-Marne,Flat,Bjarne Riis,DEN,85
8,1993-07-11,184.5,Châlons-sur-Marne,Verdun,Flat,Lance Armstrong,USA,473
9,1993-07-12,59.0,Lac de Madine,Lac de Madine,Time Trial,Miguel Indurain,ESP,596
10,1993-07-14,203.0,Villard-de-Lans,Serre Chevalier,Mountain,Toni Rominger,SUI,815
11,1993-07-15,179.0,Serre Chevalier,Isola 2000,Mountain,Toni Rominger,SUI,815
12,1993-07-16,286.5,Isola,Marseille,Flat,Fabio Roscioli,ITA,198
13,1993-07-17,181.5,Marseille,Montpellier,Flat,Olaf Ludwig,GER,620
14,1993-07-18,223.0,Montpellier,Perpignan,Flat,Pascal Lino,FRA,635
15,1993-07-19,231.5,Perpignan,Pal,Mountain,Oliverio Rincón,COL,621
16,1993-07-21,230.0,Andorra,Saint-Lary-Soulan Pla d'Adet,Mountain,Zenon Jaskuła,POL,857
17,1993-07-22,190.0,Tarbes,Pau,Mountain,Claudio Chiappucci,ITA,118
18,1993-07-23,199.5,Orthez,Bordeaux,Flat,Djamolidine Abdoujaparov,UZB,146
19,1993-07-24,48.0,Brétigny-sur-Orge,Montlhéry,Time Trial,Toni Rominger,SUI,815
20,1993-07-25,196.5,Viry-Châtillon,Paris,Flat,Djamolidine Abdoujaparov,UZB,146
P,1992-07-04,8.0,San Sebastián,San Sebastián,Time Trial,Miguel Indurain,ESP,596
1,1992-07-05,194.5,San Sebastián,San Sebastián,Hilly,Dominique Arnould,FRA,149
2,1992-07-06,255.0,San Sebastián,Pau,Hilly,Javier Murguialday,ESP,362
3,1992-07-07,210.0,Pau,Bordeaux,Flat,Rob Harmeling,NED,720
4,1992-07-08,63.5,Libourne,Libourne,Time Trial,Panasonic–Sportlife,NA,631
5,1992-07-09,196.0,Nogent-sur-Oise,Wasquehal,Flat,Guido Bontempi,ITA,304
6,1992-07-10,167.0,Roubaix,Brussels,Flat,Laurent Jalabert,FRA,480
7,1992-07-11,196.5,Brussels,Valkenburg,Flat,Gilles Delion,FRA,287
8,1992-07-12,206.5,Valkenburg,Koblenz,Flat,Jan Nevens,BEL,357
9,1992-07-13,65.0,Luxembourg City,Luxembourg City,Time Trial,Miguel Indurain,ESP,596
10,1992-07-14,217.0,Luxembourg City,Strasbourg,Flat,Jean-Paul van Poppel,NED,389
11,1992-07-15,249.5,Strasbourg,Mulhouse,Hilly,Laurent Fignon,FRA,479
12,1992-07-16,267.5,Dole,St Gervais,Hilly,Rolf Järmann,SUI,743
13,1992-07-18,254.5,St Gervais,Sestriere,Mountain,Claudio Chiappucci,ITA,118
14,1992-07-19,186.5,Sestriere,Alpe d'Huez,Mountain,Andrew Hampsten,USA,37
15,1992-07-20,198.0,Le Bourg-d'Oisans,Saint-Étienne,Hilly,Franco Chioccioli,ITA,231
16,1992-07-21,212.0,Saint-Étienne,La Bourboule,Hilly,Stephen Roche,IRE,785
17,1992-07-22,189.0,La Bourboule,Montluçon,Flat,Jean-Claude Colotti,FRA,383
18,1992-07-23,212.0,Montluçon,Tours,Flat,Thierry Marie,FRA,806
19,1992-07-24,64.0,Tours,Blois,Time Trial,Miguel Indurain,ESP,596
20,1992-07-25,222.0,Blois,Nanterre,Flat,Peter De Clercq,BEL,653
21,1992-07-26,141.0,La Défense,Paris,Flat,Olaf Ludwig,GER,620
P,1991-07-06,5.4,Lyon,Lyon,Time Trial,Thierry Marie,FRA,806
1,1991-07-07,114.5,Lyon,Lyon,Flat,Djamolidine Abdoujaparov,URS,146
2,1991-07-07,36.5,Bron,Chassieu,Time Trial,Ariostea,NA,54
3,1991-07-08,210.5,Villeurbanne,Dijon,Flat,Etienne De Wilde,BEL,187
4,1991-07-09,286.0,Dijon,Reims,Flat,Djamolidine Abdoujaparov,URS,146
5,1991-07-10,149.5,Reims,Valenciennes,Flat,Jelle Nijdam,NED,395
6,1991-07-11,259.0,Arras,Le Havre,Flat,Thierry Marie,FRA,806
7,1991-07-12,167.0,Le Havre,Argentan,Flat,Jean-Paul van Poppel,NED,389
8,1991-07-13,73.0,Argentan,Alençon,Time Trial,Miguel Indurain,ESP,596
9,1991-07-14,161.0,Alençon,Rennes,Flat,Mauro Ribeiro,BRA,580
10,1991-07-15,207.5,Rennes,Quimper,Flat,Phil Anderson,AUS,656
11,1991-07-16,246.0,Quimper,Saint-Herblain,Flat,Charly Mottet,FRA,107
12,1991-07-18,192.0,Pau,Jaca,Mountain,Charly Mottet,FRA,107
13,1991-07-19,232.0,Jaca,Val-Louron,Mountain,Claudio Chiappucci,ITA,118
14,1991-07-20,172.5,St Gaudens,Castres,Flat,Bruno Cenghialta,ITA,93
15,1991-07-21,235.0,Albi,Ales,Hilly,Moreno Argentin,ITA,603
16,1991-07-22,215.0,Alès,Gap,Flat,Marco Lietti,ITA,545
17,1991-07-23,125.0,Gap,Alpe d'Huez,Mountain,Gianni Bugno,ITA,282
18,1991-07-24,255.0,Le Bourg-d'Oisans,Morzine,Mountain,Thierry Claveyrolat,FRA,805
19,1991-07-25,177.0,Morzine,Aix-les-Bains,Hilly,Dmitri Konychev,URS,148
20,1991-07-26,160.0,Aix-les-Bains,Mâcon,Hilly,Viatcheslav Ekimov,URS,824
21,1991-07-27,57.0,Lugny,Mâcon,Time Trial,Miguel Indurain,ESP,596
22,1991-07-28,178.0,Melun,Paris,Flat,Dmitri Konychev,URS,148
P,1990-06-30,6.3,Futuroscope,Futuroscope,Time Trial,Thierry Marie,FRA,806
1,1990-07-01,138.5,Futuroscope,Futuroscope,Flat,Frans Maassen,NED,236
2,1990-07-01,44.5,Futuroscope,Futuroscope,Time Trial,Panasonic–Sportlife,NA,631
3,1990-07-02,233.0,Poitiers,Nantes,Flat,Moreno Argentin,ITA,603
4,1990-07-03,203.0,Nantes,Mont Saint-Michel,Flat,Johan Museeuw,BEL,410
5,1990-07-04,301.0,Avranches,Rouen,Flat,Gerrit Solleveld,NED,274
6,1990-07-06,202.5,Sarrebourg,Vittel,Flat,Jelle Nijdam,NED,395
7,1990-07-07,61.5,Vittel,Épinal,Time Trial,Raúl Alcalá,MEX,699
8,1990-07-08,181.5,Épinal,Besançon,Flat,Olaf Ludwig,GDR,620
9,1990-07-09,196.0,Besançon,Geneva,Hilly,Massimo Ghirotto,ITA,563
10,1990-07-10,118.5,Geneva,Saint-Gervais,Mountain,Thierry Claveyrolat,FRA,805
11,1990-07-11,182.5,Saint-Gervais,Alpe d'Huez,Mountain,Gianni Bugno,ITA,282
12,1990-07-12,33.5,Fontaine,Villard-de-Lans,Time Trial,Erik Breukink,NED,181
13,1990-07-14,149.0,Villard-de-Lans,Saint-Étienne,Hilly,Eduardo Chozas,ESP,161
14,1990-07-15,205.0,Le Puy-en-Velay,Millau,Hilly,Marino Lejarreta,ESP,553
15,1990-07-16,170.0,Millau,Revel,Flat,Charly Mottet,FRA,107
16,1990-07-17,215.0,Blagnac,Luz Ardiden,Mountain,Miguel Indurain,ESP,596
17,1990-07-18,150.0,Lourdes,Pau,Mountain,Dmitri Konychev,URS,148
18,1990-07-19,202.0,Pau,Bordeaux,Flat,Gianni Bugno,ITA,282
19,1990-07-20,182.5,Castillon-la-Bataille,Limoges,Flat,Guido Bontempi,ITA,304
20,1990-07-21,45.5,Lac de Vassivière,Lac de Vassivière,Time Trial,Erik Breukink,NED,181
21,1990-07-22,182.5,Brétigny-sur-Orge,Paris,Flat,Johan Museeuw,BEL,410
P,1989-07-01,7.8,Luxembourg City,Luxembourg City,Time Trial,Erik Breukink,NED,181
